slug,title,year,runtime_mins,genres,countries,languages,avg_rating,num_ratings,num_reviews,directors,cast,themes,letterboxd_url,date_scraped,lists,num_lists_appeared_in
moulin-rouge-2001,Letterboxd — Your life in film,,128,,Australia|USA,English|French|Spanish,,,,,,Song and dance|Humanity and the world around us|Moving relationship stories|Dazzling vocal performances and musicals|Captivating relationships and charming romance|Passion and romance|Dance rhythms and catchy tunes|Emotional life of renowned artists,https://letterboxd.com/film/moulin-rouge-2001/,2026-05-03T15:40:35+00:00,ultimate_comfort,1
mr-mom,Letterboxd — Your life in film,,91,,USA,English|German|Spanish,,,,,,"Crude humor and satire|Relationship comedy|Gags, jokes, and slapstick humor|Laugh-out-loud relationship entanglements|Amusing jokes and witty satire|Kids' animated fun and adventure|Funny jokes and crude humor",https://letterboxd.com/film/mr-mom/,2026-05-03T15:40:38+00:00,ultimate_comfort,1
mrs-doubtfire,Letterboxd — Your life in film,,125,,USA,English,,,,,,"Crude humor and satire|Moving relationship stories|Relationship comedy|Humanity and the world around us|Quirky and endearing relationships|Gags, jokes, and slapstick humor|Heartfelt and sentimental family stories|Amusing jokes and witty satire|Emotional and heartfelt family dramas",https://letterboxd.com/film/mrs-doubtfire/,2026-05-03T15:40:40+00:00,comfort_izzy|ultimate_comfort,2
the-mummy-1999,Letterboxd — Your life in film,,124,,USA,English|Arabic,,,,,,"Horror, the undead and monster classics|Epic heroes|Crude humor and satire|Epic history and literature|Relationship comedy|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay|Creepy, chilling, and terrifying horror|Action comedy and silly heroics|Spooky, scary comedy",https://letterboxd.com/film/the-mummy-1999/,2026-05-03T15:40:42+00:00,ultimate_comfort,1
the-muppet-christmas-carol,Letterboxd — Your life in film,,90,,USA,English,,,,,,"Humanity and the world around us|Song and dance|Crude humor and satire|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Catchy songs and hilarious musical comedy|Dazzling vocal performances and musicals|Gags, jokes, and slapstick humor",https://letterboxd.com/film/the-muppet-christmas-carol/,2026-05-03T15:40:44+00:00,ultimate_comfort,1
the-muppet-movie,Letterboxd — Your life in film,,95,,UK|USA,English|French,,,,,,"Crude humor and satire|Song and dance|Kids' animated fun and adventure|Catchy songs and hilarious musical comedy|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families|Gags, jokes, and slapstick humor",https://letterboxd.com/film/the-muppet-movie/,2026-05-03T15:40:47+00:00,ultimate_comfort,1
muppet-treasure-island,Letterboxd — Your life in film,,99,,USA,English,,,,,,"Song and dance|Crude humor and satire|Kids' animated fun and adventure|Catchy songs and hilarious musical comedy|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Holiday joy and heartwarming Christmas",https://letterboxd.com/film/muppet-treasure-island/,2026-05-03T15:40:49+00:00,ultimate_comfort,1
my-blue-heaven,Letterboxd — Your life in film,,97,,USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Catchy songs and hilarious musical comedy|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements",https://letterboxd.com/film/my-blue-heaven/,2026-05-03T15:40:51+00:00,ultimate_comfort,1
mystic-pizza,Letterboxd — Your life in film,,104,,USA,English|Portuguese,,,,,,Relationship comedy|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Teen school antics and laughter|Heartfelt and sentimental family stories|Enduring stories of family and marital drama,https://letterboxd.com/film/mystic-pizza/,2026-05-03T15:40:53+00:00,ultimate_comfort,1
nanny-mcphee,Letterboxd — Your life in film,,97,,France|UK|USA,English,,,,,,Crude humor and satire|Kids' animated fun and adventure|Laugh-out-loud relationship entanglements|Holiday joy and heartwarming Christmas|Fairy-tale fantasy and enchanted magic|Charming romances and delightful chemistry,https://letterboxd.com/film/nanny-mcphee/,2026-05-03T15:40:55+00:00,ultimate_comfort,1
napoleon-dynamite,Letterboxd — Your life in film,,95,,USA,English,,,,,,"Crude humor and satire|Underdogs and coming of age|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Teen school antics and laughter|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/napoleon-dynamite/,2026-05-03T15:40:57+00:00,ultimate_comfort,1
national-lampoons-christmas-vacation,Letterboxd — Your life in film,,97,,USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Catchy songs and hilarious musical comedy|Amusing jokes and witty satire|Kids' animated fun and adventure",https://letterboxd.com/film/national-lampoons-christmas-vacation/,2026-05-03T15:40:59+00:00,ultimate_comfort,1
national-treasure,Letterboxd — Your life in film,,131,,USA,English|Latin|Spanish,,,,,,High speed and special ops|Epic heroes|Explosive and action-packed heroes vs. villains|Adrenaline-fueled action and fast cars|Superheroes in action-packed battles with villains|Exciting spy thrillers with tense intrigue|Action comedy and silly heroics,https://letterboxd.com/film/national-treasure/,2026-05-03T15:41:01+00:00,ultimate_comfort,1
never-been-kissed,Letterboxd — Your life in film,,107,,USA,English,,,,,,Underdogs and coming of age|Relationship comedy|Crude humor and satire|Teen school antics and laughter|Laugh-out-loud relationship entanglements|Student coming-of-age challenges|Quirky and endearing relationships|Emotional teen coming-of-age stories,https://letterboxd.com/film/never-been-kissed/,2026-05-03T15:41:03+00:00,ultimate_comfort,1
the-nice-guys,Letterboxd — Your life in film,,116,,USA,English,,,,,,"Crude humor and satire|Thrillers and murder mysteries|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire|Adrenaline-fueled action and fast cars|Spooky, scary comedy",https://letterboxd.com/film/the-nice-guys/,2026-05-03T15:41:05+00:00,comfort_izzy|ultimate_comfort,2
night-of-the-living-dead,Letterboxd — Your life in film,,96,,USA,English,,,,,,"Horror, the undead and monster classics|Intense violence and sexual transgression|Survival horror and zombie carnage|Gory, gruesome, and slasher horror|Terrifying, haunted, and supernatural horror|Sci-fi horror, creatures, and aliens|Creepy, chilling, and terrifying horror",https://letterboxd.com/film/night-of-the-living-dead/,2026-05-03T15:41:07+00:00,ultimate_comfort,1
the-nightmare-before-christmas,Letterboxd — Your life in film,,76,,USA,English,,,,,,"Song and dance|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Dazzling vocal performances and musicals|Kids' animated fun and adventure|Terrifying, haunted, and supernatural horror",https://letterboxd.com/film/the-nightmare-before-christmas/,2026-05-03T15:41:09+00:00,comfort_izzy|ultimate_comfort,2
nine-to-five,Letterboxd — Your life in film,,110,,USA,English|French,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Catchy songs and hilarious musical comedy|Amusing jokes and witty satire|Funny jokes and crude humor|Laugh-out-loud relationship entanglements",https://letterboxd.com/film/nine-to-five/,2026-05-03T15:41:11+00:00,ultimate_comfort,1
notting-hill,Letterboxd — Your life in film,,124,,UK|USA,English,,,,,,"Relationship comedy|Crude humor and satire|Moving relationship stories|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Amusing jokes and witty satire|Funny jokes and crude humor|Gags, jokes, and slapstick humor",https://letterboxd.com/film/notting-hill/,2026-05-03T15:41:14+00:00,comfort_izzy|ultimate_comfort,2
oblivion-2013,Letterboxd — Your life in film,,124,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Thought-provoking sci-fi action and future technology|Action-packed space and alien sagas|Imaginative space odysseys and alien encounters|Dangerous technology and the apocalypse|Superheroes in action-packed battles with villains",https://letterboxd.com/film/oblivion-2013/,2026-05-03T15:41:16+00:00,ultimate_comfort,1
obvious-child,Letterboxd — Your life in film,,85,,USA,English,,,,,,"Relationship comedy|Crude humor and satire|Moving relationship stories|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Funny jokes and crude humor|Teen school antics and laughter|Gags, jokes, and slapstick humor",https://letterboxd.com/film/obvious-child/,2026-05-03T15:41:18+00:00,comfort_izzy|ultimate_comfort,2
oceans-eleven-2001,Letterboxd — Your life in film,,116,,USA,English|Chinese|Italian,,,,,,Crude humor and satire|Heists and thrilling action,https://letterboxd.com/film/oceans-eleven-2001/,2026-05-03T15:41:20+00:00,ultimate_comfort,1
office-space,Letterboxd — Your life in film,,90,,USA,English,,,,,,"Crude humor and satire|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/office-space/,2026-05-03T15:41:22+00:00,ultimate_comfort,1
old-joy,Letterboxd — Your life in film,,74,,USA,English,,,,,,Humanity and the world around us|Passion and romance,https://letterboxd.com/film/old-joy/,2026-05-03T15:41:24+00:00,ultimate_comfort,1
once,Letterboxd — Your life in film,,85,,Ireland|USA,English|Czech,,,,,,Song and dance|Moving relationship stories|Humanity and the world around us|Dazzling vocal performances and musicals|Captivating relationships and charming romance|Heartfelt and sentimental family stories|Charming romances and delightful chemistry|Emotional life of renowned artists,https://letterboxd.com/film/once/,2026-05-03T15:41:26+00:00,comfort_izzy|ultimate_comfort,2
ordinary-people,Letterboxd — Your life in film,,124,,USA,English,,,,,,Moving relationship stories|Humanity and the world around us|Underdogs and coming of age|Powerful stories of heartbreak and suffering|Emotional and heartfelt family dramas|Heartbreaking and moving family drama|Enduring stories of family and marital drama|Heartfelt and sentimental family stories,https://letterboxd.com/film/ordinary-people/,2026-05-03T15:41:28+00:00,ultimate_comfort,1
the-outlaw-josey-wales,Letterboxd — Your life in film,,135,,USA,"English|Spanish|Navajo, Navaho",,,,,,"Westerns|Epic heroes|Wild west outlaws and gunfights|Racism and the powerful fight for justice|Western frontier dramas with a touch of humor|Historical battles and epic heroism|Violent action, guns, and crime",https://letterboxd.com/film/the-outlaw-josey-wales/,2026-05-03T15:41:30+00:00,ultimate_comfort,1
the-outsiders,Letterboxd — Your life in film,,91,,USA,English,,,,,,Underdogs and coming of age|Moving relationship stories|Student coming-of-age challenges|Emotional teen coming-of-age stories|Emotional and heartfelt family dramas|Teen friendship and coming-of-age|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/the-outsiders/,2026-05-03T15:41:32+00:00,ultimate_comfort,1
pacific-rim,Letterboxd — Your life in film,,131,,USA,English|Cantonese|Japanese|Russian,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Epic heroes|Thought-provoking sci-fi action and future technology|Superheroes in action-packed battles with villains|Action-packed space and alien sagas|Sci-fi monster and dinosaur adventures|Dangerous technology and the apocalypse",https://letterboxd.com/film/pacific-rim/,2026-05-03T15:41:35+00:00,ultimate_comfort,1
paddington,Letterboxd — Your life in film,,95,,France|UK,English,,,,,,"Crude humor and satire|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families|Gags, jokes, and slapstick humor|Fairy-tale fantasy and enchanted magic",https://letterboxd.com/film/paddington/,2026-05-03T15:41:37+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
paddington-2,Letterboxd — Your life in film,,104,,France|UK,English,,,,,,Crude humor and satire|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families|Fairy-tale fantasy and enchanted magic|Amusing jokes and witty satire,https://letterboxd.com/film/paddington-2/,2026-05-03T15:41:39+00:00,comfort_izzy|empire_feelgood|heartwarming|ultimate_comfort,4
paterson,Letterboxd — Your life in film,,118,,USA|Germany|France,English|Italian,,,,,,Moving relationship stories|Captivating relationships and charming romance|Surreal and thought-provoking visions of life and death|Emotional and captivating fantasy storytelling,https://letterboxd.com/film/paterson/,2026-05-03T15:41:41+00:00,comfort_izzy|ultimate_comfort,2
the-peanut-butter-falcon,Letterboxd — Your life in film,,97,,USA,English,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Adorable animals and heartwarming families|Quirky and endearing relationships|Laugh-out-loud relationship entanglements|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/the-peanut-butter-falcon/,2026-05-03T15:41:44+00:00,comfort_izzy|ultimate_comfort,2
the-peanuts-movie,Letterboxd — Your life in film,,88,,USA,English,,,,,,Crude humor and satire|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families|Catchy songs and hilarious musical comedy,https://letterboxd.com/film/the-peanuts-movie/,2026-05-03T15:41:46+00:00,ultimate_comfort,1
pee-wees-big-adventure,Letterboxd — Your life in film,,91,,USA,English|French,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Catchy songs and hilarious musical comedy|Dreamlike, quirky, and surreal storytelling|Spooky, scary comedy",https://letterboxd.com/film/pee-wees-big-adventure/,2026-05-03T15:41:49+00:00,ultimate_comfort,1
penelope,Letterboxd — Your life in film,,104,,UK|USA,English,,,,,,Relationship comedy|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Holiday joy and heartwarming Christmas|Fairy-tale fantasy and enchanted magic|Kids' animated fun and adventure,https://letterboxd.com/film/penelope/,2026-05-03T15:41:51+00:00,ultimate_comfort,1
